slug	title	heading	product	prompt	image_path
logbooks-craft	LogbooksCraft - Premium Logbooks	Precision Meets Innovation	Logbooks	A clean premium product catalog photograph of Logbooks, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/logbooks-craft/image/item.png
lunch-boxes-craft	LunchBoxesCraft - Premium Lunch boxes	Precision Meets Innovation	Lunch boxes	A clean premium product catalog photograph of Lunch boxes, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/lunch-boxes-craft/image/item.png
magazine-holders-craft	MagazineHoldersCraft - Premium Magazine holders	Precision Meets Innovation	Magazine holders	A clean premium product catalog photograph of Magazine holders, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/magazine-holders-craft/image/item.png
mailing-labels-craft	MailingLabelsCraft - Premium Mailing labels	Precision Meets Innovation	Mailing labels	A clean premium product catalog photograph of Mailing labels, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/mailing-labels-craft/image/item.png
markercraft	MarkerCraft - Premium Marker Pens	Make Your Mark, Meets Boldly	Marker Pens	A clean premium product catalog photograph of Marker Pens, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/markercraft/image/item.png
masking-tape-craft	MaskingTapeCraft - Premium Masking tape	Precision Meets Innovation	Masking tape	A clean premium product catalog photograph of Masking tape, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/masking-tape-craft/image/item.png
measuring-tapes-craft	MeasuringTapesCraft - Premium Measuring tapes	Precision Meets Innovation	Measuring tapes	A clean premium product catalog photograph of Measuring tapes, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/measuring-tapes-craft/image/item.png
mechanical-pencils-craft	MechanicalPencilsCraft - Premium Mechanical pencils	Precision Meets Innovation	Mechanical pencils	A clean premium product catalog photograph of Mechanical pencils, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/mechanical-pencils-craft/image/item.png
memo-pads-craft	MemoPadsCraft - Premium Memo pads	Precision Meets Innovation	Memo pads	A clean premium product catalog photograph of Memo pads, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/memo-pads-craft/image/item.png
modeling-clay-craft	ModelingClayCraft - Premium Modeling clay	Precision Meets Innovation	Modeling clay	A clean premium product catalog photograph of Modeling clay, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/modeling-clay-craft/image/item.png
mouse-pads-craft	MousePadsCraft - Premium Mouse pads	Precision Meets Innovation	Mouse pads	A clean premium product catalog photograph of Mouse pads, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/mouse-pads-craft/image/item.png
nameplates-craft	NameplatesCraft - Premium Nameplates	Precision Meets Innovation	Nameplates	A clean premium product catalog photograph of Nameplates, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/nameplates-craft/image/item.png
notebooks-craft	NotebooksCraft - Premium Notebooks	Precision Meets Innovation	Notebooks	A clean premium product catalog photograph of Notebooks, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/notebooks-craft/image/item.png
notepads-craft	NotepadsCraft - Premium Notepads	Precision Meets Innovation	Notepads	A clean premium product catalog photograph of Notepads, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/notepads-craft/image/item.png
oil-paints-craft	OilPaintsCraft - Premium Oil paints	Precision Meets Innovation	Oil paints	A clean premium product catalog photograph of Oil paints, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/oil-paints-craft/image/item.png
oil-pastels-craft	OilPastelsCraft - Premium Oil pastels	Precision Meets Innovation	Oil pastels	A clean premium product catalog photograph of Oil pastels, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/oil-pastels-craft/image/item.png
order-books-craft	OrderBooksCraft - Premium Order books	Precision Meets Innovation	Order books	A clean premium product catalog photograph of Order books, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/order-books-craft/image/item.png
packing-envelopes-craft	PackingEnvelopesCraft - Premium Packing envelopes	Precision Meets Innovation	Packing envelopes	A clean premium product catalog photograph of Packing envelopes, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/packing-envelopes-craft/image/item.png
packing-tape-craft	PackingTapeCraft - Premium Packing tape	Precision Meets Innovation	Packing tape	A clean premium product catalog photograph of Packing tape, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/packing-tape-craft/image/item.png
paintbrushes-craft	PaintbrushesCraft - Premium Paintbrushes	Precision Meets Innovation	Paintbrushes	A clean premium product catalog photograph of Paintbrushes, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/paintbrushes-craft/image/item.png
palettes-craft	PalettesCraft - Premium Palettes	Precision Meets Innovation	Palettes	A clean premium product catalog photograph of Palettes, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/palettes-craft/image/item.png
paper-clips-craft	PaperClipsCraft - Premium Paper clips	Precision Meets Innovation	Paper clips	A clean premium product catalog photograph of Paper clips, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/paper-clips-craft/image/item.png
paper-cutters-craft	PaperCuttersCraft - Premium Paper cutters	Precision Meets Innovation	Paper cutters	A clean premium product catalog photograph of Paper cutters, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/paper-cutters-craft/image/item.png
paper-products-craft	PaperProductsCraft - Premium Paper products	Precision Meets Innovation	Paper products	A clean premium product catalog photograph of Paper products, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/paper-products-craft/image/item.png
paperweights-craft	PaperweightsCraft - Premium Paperweights	Precision Meets Innovation	Paperweights	A clean premium product catalog photograph of Paperweights, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/paperweights-craft/image/item.png
pen-refills-craft	PenRefillsCraft - Premium Pen refills	Precision Meets Innovation	Pen refills	A clean premium product catalog photograph of Pen refills, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/pen-refills-craft/image/item.png
pen-stands-craft	PenStandsCraft - Premium Pen stands	Precision Meets Innovation	Pen stands	A clean premium product catalog photograph of Pen stands, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/pen-stands-craft/image/item.png
pencil-boxes-craft	PencilBoxesCraft - Premium Pencil boxes	Precision Meets Innovation	Pencil boxes	A clean premium product catalog photograph of Pencil boxes, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/pencil-boxes-craft/image/item.png
pencil-cases-craft	PencilCasesCraft - Premium Pencil cases	Precision Meets Innovation	Pencil cases	A clean premium product catalog photograph of Pencil cases, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/pencil-cases-craft/image/item.png
pencil-leads-craft	PencilLeadsCraft - Premium Pencil leads	Precision Meets Innovation	Pencil leads	A clean premium product catalog photograph of Pencil leads, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/pencil-leads-craft/image/item.png
pencil-sharpeners-craft	PencilSharpenersCraft - Premium Pencil sharpeners	Precision Meets Innovation	Pencil sharpeners	A clean premium product catalog photograph of Pencil sharpeners, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/pencil-sharpeners-craft/image/item.png
pencraft	Pencraft - Premium Writing Instruments	Precision Meets Innovation	Writing Instruments	A clean premium product catalog photograph of Writing Instruments, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/pencraft/image/item.png
permanentmarkercraft	PermanentMarkerCraft - Premium Permanent Markers	Made To Meets Last	Permanent Markers	A clean premium product catalog photograph of Permanent Markers, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/permanentmarkercraft/image/item.png
personalized-diaries-craft	PersonalizedDiariesCraft - Premium Personalized diaries	Precision Meets Innovation	Personalized diaries	A clean premium product catalog photograph of Personalized diaries, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/personalized-diaries-craft/image/item.png
pocket-notebooks-craft	PocketNotebooksCraft - Premium Pocket notebooks	Precision Meets Innovation	Pocket notebooks	A clean premium product catalog photograph of Pocket notebooks, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/pocket-notebooks-craft/image/item.png
printer-paper-craft	PrinterPaperCraft - Premium Printer paper	Precision Meets Innovation	Printer paper	A clean premium product catalog photograph of Printer paper, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/printer-paper-craft/image/item.png
protractors-craft	ProtractorsCraft - Premium Protractors	Precision Meets Innovation	Protractors	A clean premium product catalog photograph of Protractors, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/protractors-craft/image/item.png
push-pins-craft	PushPinsCraft - Premium Push pins	Precision Meets Innovation	Push pins	A clean premium product catalog photograph of Push pins, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/push-pins-craft/image/item.png
receipt-books-craft	ReceiptBooksCraft - Premium Receipt books	Precision Meets Innovation	Receipt books	A clean premium product catalog photograph of Receipt books, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/receipt-books-craft/image/item.png
ribbons-craft	RibbonsCraft - Premium Ribbons	Precision Meets Innovation	Ribbons	A clean premium product catalog photograph of Ribbons, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/ribbons-craft/image/item.png
ring-binders-craft	RingBindersCraft - Premium Ring binders	Precision Meets Innovation	Ring binders	A clean premium product catalog photograph of Ring binders, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/ring-binders-craft/image/item.png
rollerballcraft	RollerballCraft - Premium Rollerball Pens	Flow Meets Meets Focus	Rollerball Pens	A clean premium product catalog photograph of Rollerball Pens, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/rollerballcraft/image/item.png
rubber-bands-craft	RubberBandsCraft - Premium Rubber bands	Precision Meets Innovation	Rubber bands	A clean premium product catalog photograph of Rubber bands, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/rubber-bands-craft/image/item.png
rubber-stamps-craft	RubberStampsCraft - Premium Rubber stamps	Precision Meets Innovation	Rubber stamps	A clean premium product catalog photograph of Rubber stamps, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/rubber-stamps-craft/image/item.png
rulers-craft	RulersCraft - Premium Rulers	Precision Meets Innovation	Rulers	A clean premium product catalog photograph of Rulers, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/rulers-craft/image/item.png
school-bags-craft	SchoolBagsCraft - Premium School bags	Precision Meets Innovation	School bags	A clean premium product catalog photograph of School bags, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/school-bags-craft/image/item.png
scissors-craft	ScissorsCraft - Premium Scissors	Precision Meets Innovation	Scissors	A clean premium product catalog photograph of Scissors, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/scissors-craft/image/item.png
scissors-holders-craft	ScissorsHoldersCraft - Premium Scissors holders	Precision Meets Innovation	Scissors holders	A clean premium product catalog photograph of Scissors holders, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/scissors-holders-craft/image/item.png
set-squares-craft	SetSquaresCraft - Premium Set squares	Precision Meets Innovation	Set squares	A clean premium product catalog photograph of Set squares, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/set-squares-craft/image/item.png
shipping-labels-craft	ShippingLabelsCraft - Premium Shipping labels	Precision Meets Innovation	Shipping labels	A clean premium product catalog photograph of Shipping labels, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/shipping-labels-craft/image/item.png
sketchbooks-craft	SketchbooksCraft - Premium Sketchbooks	Precision Meets Innovation	Sketchbooks	A clean premium product catalog photograph of Sketchbooks, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/sketchbooks-craft/image/item.png
soft-pastels-craft	SoftPastelsCraft - Premium Soft pastels	Precision Meets Innovation	Soft pastels	A clean premium product catalog photograph of Soft pastels, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/soft-pastels-craft/image/item.png
softcover-notebooks-craft	SoftcoverNotebooksCraft - Premium Softcover notebooks	Precision Meets Innovation	Softcover notebooks	A clean premium product catalog photograph of Softcover notebooks, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/softcover-notebooks-craft/image/item.png
spiral-notebooks-craft	SpiralNotebooksCraft - Premium Spiral notebooks	Precision Meets Innovation	Spiral notebooks	A clean premium product catalog photograph of Spiral notebooks, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/spiral-notebooks-craft/image/item.png
stamp-ink-craft	StampInkCraft - Premium Stamp ink	Precision Meets Innovation	Stamp ink	A clean premium product catalog photograph of Stamp ink, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/stamp-ink-craft/image/item.png
stamp-pads-craft	StampPadsCraft - Premium Stamp pads	Precision Meets Innovation	Stamp pads	A clean premium product catalog photograph of Stamp pads, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/stamp-pads-craft/image/item.png
staple-removers-craft	StapleRemoversCraft - Premium Staple removers	Precision Meets Innovation	Staple removers	A clean premium product catalog photograph of Staple removers, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/staple-removers-craft/image/item.png
staplers-craft	StaplersCraft - Premium Staplers	Precision Meets Innovation	Staplers	A clean premium product catalog photograph of Staplers, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/staplers-craft/image/item.png
staples-craft	StaplesCraft - Premium Staples	Precision Meets Innovation	Staples	A clean premium product catalog photograph of Staples, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/staples-craft/image/item.png
stationery-gift-sets-craft	StationeryGiftSetsCraft - Premium Stationery gift sets	Precision Meets Innovation	Stationery gift sets	A clean premium product catalog photograph of Stationery gift sets, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/stationery-gift-sets-craft/image/item.png
steel-rulers-craft	SteelRulersCraft - Premium Steel rulers	Precision Meets Innovation	Steel rulers	A clean premium product catalog photograph of Steel rulers, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/steel-rulers-craft/image/item.png
stencils-craft	StencilsCraft - Premium Stencils	Precision Meets Innovation	Stencils	A clean premium product catalog photograph of Stencils, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/stencils-craft/image/item.png
sticky-note-holders-craft	StickyNoteHoldersCraft - Premium Sticky-note holders	Precision Meets Innovation	Sticky-note holders	A clean premium product catalog photograph of Sticky-note holders, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/sticky-note-holders-craft/image/item.png
sticky-notes-craft	StickyNotesCraft - Premium Sticky notes	Precision Meets Innovation	Sticky notes	A clean premium product catalog photograph of Sticky notes, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/sticky-notes-craft/image/item.png
tape-dispensers-craft	TapeDispensersCraft - Premium Tape dispensers	Precision Meets Innovation	Tape dispensers	A clean premium product catalog photograph of Tape dispensers, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/tape-dispensers-craft/image/item.png
templates-craft	TemplatesCraft - Premium Templates	Precision Meets Innovation	Templates	A clean premium product catalog photograph of Templates, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/templates-craft/image/item.png
thank-you-cards-craft	ThankYouCardsCraft - Premium Thank-you cards	Precision Meets Innovation	Thank-you cards	A clean premium product catalog photograph of Thank-you cards, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/thank-you-cards-craft/image/item.png
tracing-paper-craft	TracingPaperCraft - Premium Tracing paper	Precision Meets Innovation	Tracing paper	A clean premium product catalog photograph of Tracing paper, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/tracing-paper-craft/image/item.png
utility-knives-craft	UtilityKnivesCraft - Premium Utility knives	Precision Meets Innovation	Utility knives	A clean premium product catalog photograph of Utility knives, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/utility-knives-craft/image/item.png
visitor-books-craft	VisitorBooksCraft - Premium Visitor books	Precision Meets Innovation	Visitor books	A clean premium product catalog photograph of Visitor books, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/visitor-books-craft/image/item.png
washi-tape-craft	WashiTapeCraft - Premium Washi tape	Precision Meets Innovation	Washi tape	A clean premium product catalog photograph of Washi tape, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/washi-tape-craft/image/item.png
watercolor-paper-craft	WatercolorPaperCraft - Premium Watercolor paper	Precision Meets Innovation	Watercolor paper	A clean premium product catalog photograph of Watercolor paper, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/watercolor-paper-craft/image/item.png
watercolors-craft	WatercolorsCraft - Premium Watercolors	Precision Meets Innovation	Watercolors	A clean premium product catalog photograph of Watercolors, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/watercolors-craft/image/item.png
wax-seals-craft	WaxSealsCraft - Premium Wax seals	Precision Meets Innovation	Wax seals	A clean premium product catalog photograph of Wax seals, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/wax-seals-craft/image/item.png
whiteboard-markers-craft	WhiteboardMarkersCraft - Premium Whiteboard markers	Precision Meets Innovation	Whiteboard markers	A clean premium product catalog photograph of Whiteboard markers, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/whiteboard-markers-craft/image/item.png
writing-sets-craft	WritingSetsCraft - Premium Writing sets	Precision Meets Innovation	Writing sets	A clean premium product catalog photograph of Writing sets, the actual object clearly visible and centered, single item or small natural set, realistic materials and proportions, soft studio lighting, warm off-white craft-paper background, subtle shadow, no text, no logos, no watermark, square composition	projects/writing-sets-craft/image/item.png
