slug	index	role	product	variation	description	features	prompt	image_path	old_src	new_src
diaries-and-planners-craft	5	product variation	Diaries and planners	Diaries and planners	Precise fiber tips create clean, expressive lines for diagrams, journaling, lettering, and detail work.	0.4mm precision tip Fade-resistant black ink Long-lasting fiber point	A distinct premium catalog photograph of Diaries and planners, variation 5: Diaries and planners. Show the real Diaries and planners object clearly and accurately, with a different physical presentation from every other asset: Precise fiber tips create clean, expressive lines for diagrams, journaling, lettering, and detail work. Product details: 0.4mm precision tip Fade-resistant black ink Long-lasting fiber point. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/diaries-and-planners-craft/image/unique-05.png	./image/item.png	./image/unique-05.png
diaries-and-planners-craft	6	about presentation	Diaries and planners	about presentation 6			A distinct editorial presentation image for a stationery and craft product webpage about Diaries and planners, role about presentation number 6. Feature Diaries and planners as the clear subject in a unique composition, different from every other image in the repository, realistic product photography, soft studio lighting, warm off-white craft-paper background, no text, no logos, no watermark, square composition.	projects/diaries-and-planners-craft/image/unique-06.png	./image/item.png	./image/unique-06.png
document-bags-craft	1	product variation	Document bags	Document bags	The reliable everyday choice for notes, lists, and long writing sessions, with a clean line and dependable flow.	0.7mm smooth ballpoint tip Quick-drying blue ink Balanced resin barrel	A distinct premium catalog photograph of Document bags, variation 1: Document bags. Show the real Document bags object clearly and accurately, with a different physical presentation from every other asset: The reliable everyday choice for notes, lists, and long writing sessions, with a clean line and dependable flow. Product details: 0.7mm smooth ballpoint tip Quick-drying blue ink Balanced resin barrel. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/document-bags-craft/image/unique-01.png	./image/item.png	./image/unique-01.png
document-bags-craft	2	product variation	Document bags	Document bags	Smooth-flowing gel ink brings bright, expressive color to notes, sketches, and everyday ideas.	24 signature ink colors Quick-drying gel ink Comfortable soft-touch grip	A distinct premium catalog photograph of Document bags, variation 2: Document bags. Show the real Document bags object clearly and accurately, with a different physical presentation from every other asset: Smooth-flowing gel ink brings bright, expressive color to notes, sketches, and everyday ideas. Product details: 24 signature ink colors Quick-drying gel ink Comfortable soft-touch grip. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/document-bags-craft/image/unique-02.png	./image/item.png	./image/unique-02.png
document-bags-craft	3	product variation	Document bags	Document bags	Liquid ink glides across the page with effortless flow, expressive line control, and a refined finish.	Silky liquid ink Ultra-smooth writing Premium roller tip	A distinct premium catalog photograph of Document bags, variation 3: Document bags. Show the real Document bags object clearly and accurately, with a different physical presentation from every other asset: Liquid ink glides across the page with effortless flow, expressive line control, and a refined finish. Product details: Silky liquid ink Ultra-smooth writing Premium roller tip. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/document-bags-craft/image/unique-03.png	./image/item.png	./image/unique-03.png
document-bags-craft	4	product variation	Document bags	Document bags	A smooth fountain nib and refillable reservoir turn every page into a more considered writing experience.	Refillable ink system Fine and medium nibs Polished metal nib	A distinct premium catalog photograph of Document bags, variation 4: Document bags. Show the real Document bags object clearly and accurately, with a different physical presentation from every other asset: A smooth fountain nib and refillable reservoir turn every page into a more considered writing experience. Product details: Refillable ink system Fine and medium nibs Polished metal nib. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/document-bags-craft/image/unique-04.png	./image/item.png	./image/unique-04.png
document-bags-craft	5	product variation	Document bags	Document bags	Precise fiber tips create clean, expressive lines for diagrams, journaling, lettering, and detail work.	0.4mm precision tip Fade-resistant black ink Long-lasting fiber point	A distinct premium catalog photograph of Document bags, variation 5: Document bags. Show the real Document bags object clearly and accurately, with a different physical presentation from every other asset: Precise fiber tips create clean, expressive lines for diagrams, journaling, lettering, and detail work. Product details: 0.4mm precision tip Fade-resistant black ink Long-lasting fiber point. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/document-bags-craft/image/unique-05.png	./image/item.png	./image/unique-05.png
document-bags-craft	6	about presentation	Document bags	about presentation 6			A distinct editorial presentation image for a stationery and craft product webpage about Document bags, role about presentation number 6. Feature Document bags as the clear subject in a unique composition, different from every other image in the repository, realistic product photography, soft studio lighting, warm off-white craft-paper background, no text, no logos, no watermark, square composition.	projects/document-bags-craft/image/unique-06.png	./image/item.png	./image/unique-06.png
document-folders-craft	1	product variation	Document folders	Document folders	The reliable everyday choice for notes, lists, and long writing sessions, with a clean line and dependable flow.	0.7mm smooth ballpoint tip Quick-drying blue ink Balanced resin barrel	A distinct premium catalog photograph of Document folders, variation 1: Document folders. Show the real Document folders object clearly and accurately, with a different physical presentation from every other asset: The reliable everyday choice for notes, lists, and long writing sessions, with a clean line and dependable flow. Product details: 0.7mm smooth ballpoint tip Quick-drying blue ink Balanced resin barrel. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/document-folders-craft/image/unique-01.png	./image/item.png	./image/unique-01.png
document-folders-craft	2	product variation	Document folders	Document folders	Smooth-flowing gel ink brings bright, expressive color to notes, sketches, and everyday ideas.	24 signature ink colors Quick-drying gel ink Comfortable soft-touch grip	A distinct premium catalog photograph of Document folders, variation 2: Document folders. Show the real Document folders object clearly and accurately, with a different physical presentation from every other asset: Smooth-flowing gel ink brings bright, expressive color to notes, sketches, and everyday ideas. Product details: 24 signature ink colors Quick-drying gel ink Comfortable soft-touch grip. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/document-folders-craft/image/unique-02.png	./image/item.png	./image/unique-02.png
document-folders-craft	3	product variation	Document folders	Document folders	Liquid ink glides across the page with effortless flow, expressive line control, and a refined finish.	Silky liquid ink Ultra-smooth writing Premium roller tip	A distinct premium catalog photograph of Document folders, variation 3: Document folders. Show the real Document folders object clearly and accurately, with a different physical presentation from every other asset: Liquid ink glides across the page with effortless flow, expressive line control, and a refined finish. Product details: Silky liquid ink Ultra-smooth writing Premium roller tip. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/document-folders-craft/image/unique-03.png	./image/item.png	./image/unique-03.png
document-folders-craft	4	product variation	Document folders	Document folders	A smooth fountain nib and refillable reservoir turn every page into a more considered writing experience.	Refillable ink system Fine and medium nibs Polished metal nib	A distinct premium catalog photograph of Document folders, variation 4: Document folders. Show the real Document folders object clearly and accurately, with a different physical presentation from every other asset: A smooth fountain nib and refillable reservoir turn every page into a more considered writing experience. Product details: Refillable ink system Fine and medium nibs Polished metal nib. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/document-folders-craft/image/unique-04.png	./image/item.png	./image/unique-04.png
document-folders-craft	5	product variation	Document folders	Document folders	Precise fiber tips create clean, expressive lines for diagrams, journaling, lettering, and detail work.	0.4mm precision tip Fade-resistant black ink Long-lasting fiber point	A distinct premium catalog photograph of Document folders, variation 5: Document folders. Show the real Document folders object clearly and accurately, with a different physical presentation from every other asset: Precise fiber tips create clean, expressive lines for diagrams, journaling, lettering, and detail work. Product details: 0.4mm precision tip Fade-resistant black ink Long-lasting fiber point. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/document-folders-craft/image/unique-05.png	./image/item.png	./image/unique-05.png
document-folders-craft	6	about presentation	Document folders	about presentation 6			A distinct editorial presentation image for a stationery and craft product webpage about Document folders, role about presentation number 6. Feature Document folders as the clear subject in a unique composition, different from every other image in the repository, realistic product photography, soft studio lighting, warm off-white craft-paper background, no text, no logos, no watermark, square composition.	projects/document-folders-craft/image/unique-06.png	./image/item.png	./image/unique-06.png
document-wallets-craft	1	product variation	Document wallets	Document wallets	The reliable everyday choice for notes, lists, and long writing sessions, with a clean line and dependable flow.	0.7mm smooth ballpoint tip Quick-drying blue ink Balanced resin barrel	A distinct premium catalog photograph of Document wallets, variation 1: Document wallets. Show the real Document wallets object clearly and accurately, with a different physical presentation from every other asset: The reliable everyday choice for notes, lists, and long writing sessions, with a clean line and dependable flow. Product details: 0.7mm smooth ballpoint tip Quick-drying blue ink Balanced resin barrel. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/document-wallets-craft/image/unique-01.png	./image/item.png	./image/unique-01.png
document-wallets-craft	2	product variation	Document wallets	Document wallets	Smooth-flowing gel ink brings bright, expressive color to notes, sketches, and everyday ideas.	24 signature ink colors Quick-drying gel ink Comfortable soft-touch grip	A distinct premium catalog photograph of Document wallets, variation 2: Document wallets. Show the real Document wallets object clearly and accurately, with a different physical presentation from every other asset: Smooth-flowing gel ink brings bright, expressive color to notes, sketches, and everyday ideas. Product details: 24 signature ink colors Quick-drying gel ink Comfortable soft-touch grip. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/document-wallets-craft/image/unique-02.png	./image/item.png	./image/unique-02.png
document-wallets-craft	3	product variation	Document wallets	Document wallets	Liquid ink glides across the page with effortless flow, expressive line control, and a refined finish.	Silky liquid ink Ultra-smooth writing Premium roller tip	A distinct premium catalog photograph of Document wallets, variation 3: Document wallets. Show the real Document wallets object clearly and accurately, with a different physical presentation from every other asset: Liquid ink glides across the page with effortless flow, expressive line control, and a refined finish. Product details: Silky liquid ink Ultra-smooth writing Premium roller tip. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/document-wallets-craft/image/unique-03.png	./image/item.png	./image/unique-03.png
document-wallets-craft	4	product variation	Document wallets	Document wallets	A smooth fountain nib and refillable reservoir turn every page into a more considered writing experience.	Refillable ink system Fine and medium nibs Polished metal nib	A distinct premium catalog photograph of Document wallets, variation 4: Document wallets. Show the real Document wallets object clearly and accurately, with a different physical presentation from every other asset: A smooth fountain nib and refillable reservoir turn every page into a more considered writing experience. Product details: Refillable ink system Fine and medium nibs Polished metal nib. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/document-wallets-craft/image/unique-04.png	./image/item.png	./image/unique-04.png
document-wallets-craft	5	product variation	Document wallets	Document wallets	Precise fiber tips create clean, expressive lines for diagrams, journaling, lettering, and detail work.	0.4mm precision tip Fade-resistant black ink Long-lasting fiber point	A distinct premium catalog photograph of Document wallets, variation 5: Document wallets. Show the real Document wallets object clearly and accurately, with a different physical presentation from every other asset: Precise fiber tips create clean, expressive lines for diagrams, journaling, lettering, and detail work. Product details: 0.4mm precision tip Fade-resistant black ink Long-lasting fiber point. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/document-wallets-craft/image/unique-05.png	./image/item.png	./image/unique-05.png
document-wallets-craft	6	about presentation	Document wallets	about presentation 6			A distinct editorial presentation image for a stationery and craft product webpage about Document wallets, role about presentation number 6. Feature Document wallets as the clear subject in a unique composition, different from every other image in the repository, realistic product photography, soft studio lighting, warm off-white craft-paper background, no text, no logos, no watermark, square composition.	projects/document-wallets-craft/image/unique-06.png	./image/item.png	./image/unique-06.png
double-sided-tape-craft	1	product variation	Double-sided tape	Double-sided tape	The reliable everyday choice for notes, lists, and long writing sessions, with a clean line and dependable flow.	0.7mm smooth ballpoint tip Quick-drying blue ink Balanced resin barrel	A distinct premium catalog photograph of Double-sided tape, variation 1: Double-sided tape. Show the real Double-sided tape object clearly and accurately, with a different physical presentation from every other asset: The reliable everyday choice for notes, lists, and long writing sessions, with a clean line and dependable flow. Product details: 0.7mm smooth ballpoint tip Quick-drying blue ink Balanced resin barrel. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/double-sided-tape-craft/image/unique-01.png	./image/item.png	./image/unique-01.png
double-sided-tape-craft	2	product variation	Double-sided tape	Double-sided tape	Smooth-flowing gel ink brings bright, expressive color to notes, sketches, and everyday ideas.	24 signature ink colors Quick-drying gel ink Comfortable soft-touch grip	A distinct premium catalog photograph of Double-sided tape, variation 2: Double-sided tape. Show the real Double-sided tape object clearly and accurately, with a different physical presentation from every other asset: Smooth-flowing gel ink brings bright, expressive color to notes, sketches, and everyday ideas. Product details: 24 signature ink colors Quick-drying gel ink Comfortable soft-touch grip. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/double-sided-tape-craft/image/unique-02.png	./image/item.png	./image/unique-02.png
double-sided-tape-craft	3	product variation	Double-sided tape	Double-sided tape	Liquid ink glides across the page with effortless flow, expressive line control, and a refined finish.	Silky liquid ink Ultra-smooth writing Premium roller tip	A distinct premium catalog photograph of Double-sided tape, variation 3: Double-sided tape. Show the real Double-sided tape object clearly and accurately, with a different physical presentation from every other asset: Liquid ink glides across the page with effortless flow, expressive line control, and a refined finish. Product details: Silky liquid ink Ultra-smooth writing Premium roller tip. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/double-sided-tape-craft/image/unique-03.png	./image/item.png	./image/unique-03.png
double-sided-tape-craft	4	product variation	Double-sided tape	Double-sided tape	A smooth fountain nib and refillable reservoir turn every page into a more considered writing experience.	Refillable ink system Fine and medium nibs Polished metal nib	A distinct premium catalog photograph of Double-sided tape, variation 4: Double-sided tape. Show the real Double-sided tape object clearly and accurately, with a different physical presentation from every other asset: A smooth fountain nib and refillable reservoir turn every page into a more considered writing experience. Product details: Refillable ink system Fine and medium nibs Polished metal nib. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/double-sided-tape-craft/image/unique-04.png	./image/item.png	./image/unique-04.png
double-sided-tape-craft	5	product variation	Double-sided tape	Double-sided tape	Precise fiber tips create clean, expressive lines for diagrams, journaling, lettering, and detail work.	0.4mm precision tip Fade-resistant black ink Long-lasting fiber point	A distinct premium catalog photograph of Double-sided tape, variation 5: Double-sided tape. Show the real Double-sided tape object clearly and accurately, with a different physical presentation from every other asset: Precise fiber tips create clean, expressive lines for diagrams, journaling, lettering, and detail work. Product details: 0.4mm precision tip Fade-resistant black ink Long-lasting fiber point. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/double-sided-tape-craft/image/unique-05.png	./image/item.png	./image/unique-05.png
double-sided-tape-craft	6	about presentation	Double-sided tape	about presentation 6			A distinct editorial presentation image for a stationery and craft product webpage about Double-sided tape, role about presentation number 6. Feature Double-sided tape as the clear subject in a unique composition, different from every other image in the repository, realistic product photography, soft studio lighting, warm off-white craft-paper background, no text, no logos, no watermark, square composition.	projects/double-sided-tape-craft/image/unique-06.png	./image/item.png	./image/unique-06.png
drawing-charcoal-craft	1	product variation	Drawing charcoal	Drawing charcoal	The reliable everyday choice for notes, lists, and long writing sessions, with a clean line and dependable flow.	0.7mm smooth ballpoint tip Quick-drying blue ink Balanced resin barrel	A distinct premium catalog photograph of Drawing charcoal, variation 1: Drawing charcoal. Show the real Drawing charcoal object clearly and accurately, with a different physical presentation from every other asset: The reliable everyday choice for notes, lists, and long writing sessions, with a clean line and dependable flow. Product details: 0.7mm smooth ballpoint tip Quick-drying blue ink Balanced resin barrel. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/drawing-charcoal-craft/image/unique-01.png	./image/item.png	./image/unique-01.png
drawing-charcoal-craft	2	product variation	Drawing charcoal	Drawing charcoal	Smooth-flowing gel ink brings bright, expressive color to notes, sketches, and everyday ideas.	24 signature ink colors Quick-drying gel ink Comfortable soft-touch grip	A distinct premium catalog photograph of Drawing charcoal, variation 2: Drawing charcoal. Show the real Drawing charcoal object clearly and accurately, with a different physical presentation from every other asset: Smooth-flowing gel ink brings bright, expressive color to notes, sketches, and everyday ideas. Product details: 24 signature ink colors Quick-drying gel ink Comfortable soft-touch grip. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/drawing-charcoal-craft/image/unique-02.png	./image/item.png	./image/unique-02.png
drawing-charcoal-craft	3	product variation	Drawing charcoal	Drawing charcoal	Liquid ink glides across the page with effortless flow, expressive line control, and a refined finish.	Silky liquid ink Ultra-smooth writing Premium roller tip	A distinct premium catalog photograph of Drawing charcoal, variation 3: Drawing charcoal. Show the real Drawing charcoal object clearly and accurately, with a different physical presentation from every other asset: Liquid ink glides across the page with effortless flow, expressive line control, and a refined finish. Product details: Silky liquid ink Ultra-smooth writing Premium roller tip. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/drawing-charcoal-craft/image/unique-03.png	./image/item.png	./image/unique-03.png
drawing-charcoal-craft	4	product variation	Drawing charcoal	Drawing charcoal	A smooth fountain nib and refillable reservoir turn every page into a more considered writing experience.	Refillable ink system Fine and medium nibs Polished metal nib	A distinct premium catalog photograph of Drawing charcoal, variation 4: Drawing charcoal. Show the real Drawing charcoal object clearly and accurately, with a different physical presentation from every other asset: A smooth fountain nib and refillable reservoir turn every page into a more considered writing experience. Product details: Refillable ink system Fine and medium nibs Polished metal nib. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/drawing-charcoal-craft/image/unique-04.png	./image/item.png	./image/unique-04.png
drawing-charcoal-craft	5	product variation	Drawing charcoal	Drawing charcoal	Precise fiber tips create clean, expressive lines for diagrams, journaling, lettering, and detail work.	0.4mm precision tip Fade-resistant black ink Long-lasting fiber point	A distinct premium catalog photograph of Drawing charcoal, variation 5: Drawing charcoal. Show the real Drawing charcoal object clearly and accurately, with a different physical presentation from every other asset: Precise fiber tips create clean, expressive lines for diagrams, journaling, lettering, and detail work. Product details: 0.4mm precision tip Fade-resistant black ink Long-lasting fiber point. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/drawing-charcoal-craft/image/unique-05.png	./image/item.png	./image/unique-05.png
drawing-charcoal-craft	6	about presentation	Drawing charcoal	about presentation 6			A distinct editorial presentation image for a stationery and craft product webpage about Drawing charcoal, role about presentation number 6. Feature Drawing charcoal as the clear subject in a unique composition, different from every other image in the repository, realistic product photography, soft studio lighting, warm off-white craft-paper background, no text, no logos, no watermark, square composition.	projects/drawing-charcoal-craft/image/unique-06.png	./image/item.png	./image/unique-06.png
drawing-ink-craft	1	product variation	Drawing ink	Drawing ink	The reliable everyday choice for notes, lists, and long writing sessions, with a clean line and dependable flow.	0.7mm smooth ballpoint tip Quick-drying blue ink Balanced resin barrel	A distinct premium catalog photograph of Drawing ink, variation 1: Drawing ink. Show the real Drawing ink object clearly and accurately, with a different physical presentation from every other asset: The reliable everyday choice for notes, lists, and long writing sessions, with a clean line and dependable flow. Product details: 0.7mm smooth ballpoint tip Quick-drying blue ink Balanced resin barrel. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/drawing-ink-craft/image/unique-01.png	./image/item.png	./image/unique-01.png
drawing-ink-craft	2	product variation	Drawing ink	Drawing ink	Smooth-flowing gel ink brings bright, expressive color to notes, sketches, and everyday ideas.	24 signature ink colors Quick-drying gel ink Comfortable soft-touch grip	A distinct premium catalog photograph of Drawing ink, variation 2: Drawing ink. Show the real Drawing ink object clearly and accurately, with a different physical presentation from every other asset: Smooth-flowing gel ink brings bright, expressive color to notes, sketches, and everyday ideas. Product details: 24 signature ink colors Quick-drying gel ink Comfortable soft-touch grip. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/drawing-ink-craft/image/unique-02.png	./image/item.png	./image/unique-02.png
drawing-ink-craft	3	product variation	Drawing ink	Drawing ink	Liquid ink glides across the page with effortless flow, expressive line control, and a refined finish.	Silky liquid ink Ultra-smooth writing Premium roller tip	A distinct premium catalog photograph of Drawing ink, variation 3: Drawing ink. Show the real Drawing ink object clearly and accurately, with a different physical presentation from every other asset: Liquid ink glides across the page with effortless flow, expressive line control, and a refined finish. Product details: Silky liquid ink Ultra-smooth writing Premium roller tip. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/drawing-ink-craft/image/unique-03.png	./image/item.png	./image/unique-03.png
drawing-ink-craft	4	product variation	Drawing ink	Drawing ink	A smooth fountain nib and refillable reservoir turn every page into a more considered writing experience.	Refillable ink system Fine and medium nibs Polished metal nib	A distinct premium catalog photograph of Drawing ink, variation 4: Drawing ink. Show the real Drawing ink object clearly and accurately, with a different physical presentation from every other asset: A smooth fountain nib and refillable reservoir turn every page into a more considered writing experience. Product details: Refillable ink system Fine and medium nibs Polished metal nib. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/drawing-ink-craft/image/unique-04.png	./image/item.png	./image/unique-04.png
drawing-ink-craft	5	product variation	Drawing ink	Drawing ink	Precise fiber tips create clean, expressive lines for diagrams, journaling, lettering, and detail work.	0.4mm precision tip Fade-resistant black ink Long-lasting fiber point	A distinct premium catalog photograph of Drawing ink, variation 5: Drawing ink. Show the real Drawing ink object clearly and accurately, with a different physical presentation from every other asset: Precise fiber tips create clean, expressive lines for diagrams, journaling, lettering, and detail work. Product details: 0.4mm precision tip Fade-resistant black ink Long-lasting fiber point. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/drawing-ink-craft/image/unique-05.png	./image/item.png	./image/unique-05.png
drawing-ink-craft	6	about presentation	Drawing ink	about presentation 6			A distinct editorial presentation image for a stationery and craft product webpage about Drawing ink, role about presentation number 6. Feature Drawing ink as the clear subject in a unique composition, different from every other image in the repository, realistic product photography, soft studio lighting, warm off-white craft-paper background, no text, no logos, no watermark, square composition.	projects/drawing-ink-craft/image/unique-06.png	./image/item.png	./image/unique-06.png
drawing-pads-craft	1	product variation	Drawing pads	Drawing pads	The reliable everyday choice for notes, lists, and long writing sessions, with a clean line and dependable flow.	0.7mm smooth ballpoint tip Quick-drying blue ink Balanced resin barrel	A distinct premium catalog photograph of Drawing pads, variation 1: Drawing pads. Show the real Drawing pads object clearly and accurately, with a different physical presentation from every other asset: The reliable everyday choice for notes, lists, and long writing sessions, with a clean line and dependable flow. Product details: 0.7mm smooth ballpoint tip Quick-drying blue ink Balanced resin barrel. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/drawing-pads-craft/image/unique-01.png	./image/item.png	./image/unique-01.png
drawing-pads-craft	2	product variation	Drawing pads	Drawing pads	Smooth-flowing gel ink brings bright, expressive color to notes, sketches, and everyday ideas.	24 signature ink colors Quick-drying gel ink Comfortable soft-touch grip	A distinct premium catalog photograph of Drawing pads, variation 2: Drawing pads. Show the real Drawing pads object clearly and accurately, with a different physical presentation from every other asset: Smooth-flowing gel ink brings bright, expressive color to notes, sketches, and everyday ideas. Product details: 24 signature ink colors Quick-drying gel ink Comfortable soft-touch grip. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/drawing-pads-craft/image/unique-02.png	./image/item.png	./image/unique-02.png
drawing-pads-craft	3	product variation	Drawing pads	Drawing pads	Liquid ink glides across the page with effortless flow, expressive line control, and a refined finish.	Silky liquid ink Ultra-smooth writing Premium roller tip	A distinct premium catalog photograph of Drawing pads, variation 3: Drawing pads. Show the real Drawing pads object clearly and accurately, with a different physical presentation from every other asset: Liquid ink glides across the page with effortless flow, expressive line control, and a refined finish. Product details: Silky liquid ink Ultra-smooth writing Premium roller tip. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/drawing-pads-craft/image/unique-03.png	./image/item.png	./image/unique-03.png
drawing-pads-craft	4	product variation	Drawing pads	Drawing pads	A smooth fountain nib and refillable reservoir turn every page into a more considered writing experience.	Refillable ink system Fine and medium nibs Polished metal nib	A distinct premium catalog photograph of Drawing pads, variation 4: Drawing pads. Show the real Drawing pads object clearly and accurately, with a different physical presentation from every other asset: A smooth fountain nib and refillable reservoir turn every page into a more considered writing experience. Product details: Refillable ink system Fine and medium nibs Polished metal nib. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/drawing-pads-craft/image/unique-04.png	./image/item.png	./image/unique-04.png
